Dataset_Label,Raw_Value
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
